Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
New York University,24098,24117,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Roscoe C. Brown Junior,24123,24145,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the WNBC Public Affairs Department,24245,24279,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Institute of Afro-American Affairs,24300,24338,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
New York University,24342,24361,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Aminu Kano,2,12,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
"African Revolutionary""",14,36,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Alan Feinstein,58,72,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Feinstein,120,129,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
U.N.,134,138,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Ogbu,150,154,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
the WNBC Community Affairs Department,349,386,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
the Institute of Afro-American Affairs,407,445,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
New York University,449,468,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Roscoe C. Brown Junior,542,564,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
the Institute of Afro-American Affairs,578,616,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
New York University,620,639,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Alan Feinstein,737,751,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu Kano,832,842,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
U.N.,849,853,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Ogbu,865,869,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Feinstein,1073,1082,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Alan,1084,1088,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu Kano,1177,1187,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,1407,1412,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
the United Nations,1470,1488,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,2090,2095,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Ogbu,2463,2467,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,2593,2598,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Brown,2644,2649,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,2867,2872,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Toussaint Louverture,3384,3404,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,4385,4390,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,4772,4777,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Northern Nigeria,4851,4867,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,5177,5182,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,5235,5240,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,5792,5797,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,6151,6156,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,6212,6217,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
the NPC party,6815,6828,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Sardauna,6947,6955,ORG,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
Aminu,6970,6975,PERSON,RG_9_8_133,"Feinstein, Dr. Alan and Ambassador Ogbu -- Author of <emph render=""italic"">African Revolutionary: The Life and Times of Nigeria's Aminu Kano</emph>, and the Ambassador of Nigeria","Dr. Roscoe C. Brown, Jr., Dr. Alan Feinstein, and Ambassador Ogbu of Nigeria discuss the life of Nigerian patriot Aminu Kano.",1974-01-30,Marii Nyrop,Finished
